Subscribers, Delay (ms)
6 Subscribers, 257.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 278.00
6 Subscribers, 278.00
6 Subscribers, 279.00
6 Subscribers, 279.00
6 Subscribers, 279.00
6 Subscribers, 279.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 240.00
6 Subscribers, 241.00
6 Subscribers, 265.00
6 Subscribers, 265.00
6 Subscribers, 265.00
6 Subscribers, 265.00
6 Subscribers, 265.00
6 Subscribers, 265.00
6 Subscribers, 328.00
6 Subscribers, 328.00
6 Subscribers, 328.00
6 Subscribers, 328.00
6 Subscribers, 328.00
6 Subscribers, 328.00
6 Subscribers, 232.00
6 Subscribers, 232.00
6 Subscribers, 232.00
6 Subscribers, 232.00
6 Subscribers, 231.00
6 Subscribers, 232.00
6 Subscribers, 260.00
6 Subscribers, 260.00
6 Subscribers, 261.00
6 Subscribers, 261.00
6 Subscribers, 261.00
6 Subscribers, 261.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 263.00
6 Subscribers, 245.00
6 Subscribers, 245.00
6 Subscribers, 245.00
6 Subscribers, 245.00
6 Subscribers, 245.00
6 Subscribers, 245.00
6 Subscribers, 267.00
6 Subscribers, 267.00
6 Subscribers, 268.00
6 Subscribers, 267.00
6 Subscribers, 268.00
6 Subscribers, 268.00
6 Subscribers, 275.00
6 Subscribers, 276.00
6 Subscribers, 276.00
6 Subscribers, 276.00
6 Subscribers, 276.00
6 Subscribers, 275.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 236.00
6 Subscribers, 237.00
6 Subscribers, 271.00
6 Subscribers, 271.00
6 Subscribers, 271.00
6 Subscribers, 271.00
6 Subscribers, 271.00
6 Subscribers, 271.00
6 Subscribers, 238.00
6 Subscribers, 238.00
6 Subscribers, 238.00
6 Subscribers, 238.00
6 Subscribers, 238.00
6 Subscribers, 238.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 243.00
6 Subscribers, 242.00
6 Subscribers, 243.00
6 Subscribers, 233.00
6 Subscribers, 233.00
