Subscribers,Delay (ms)
4 Subscribers,510.42
4 Subscribers,508.30
4 Subscribers,508.28
4 Subscribers,508.25
4 Subscribers,507.87
4 Subscribers,506.14
4 Subscribers,505.39
4 Subscribers,505.05
4 Subscribers,503.46
4 Subscribers,501.41
4 Subscribers,501.35
4 Subscribers,500.91
4 Subscribers,500.75
4 Subscribers,500.56
4 Subscribers,500.42
4 Subscribers,500.15
4 Subscribers,500.08
4 Subscribers,499.95
4 Subscribers,498.54
4 Subscribers,498.39
4 Subscribers,498.34
4 Subscribers,498.31
4 Subscribers,496.48
4 Subscribers,495.76
4 Subscribers,495.08
4 Subscribers,493.85
4 Subscribers,493.00
4 Subscribers,490.92
4 Subscribers,490.47
4 Subscribers,490.12
4 Subscribers,488.92
4 Subscribers,488.75
4 Subscribers,487.40
4 Subscribers,485.29
4 Subscribers,484.85
4 Subscribers,484.70
4 Subscribers,484.64
4 Subscribers,484.46
4 Subscribers,483.85
4 Subscribers,483.62
4 Subscribers,483.40
4 Subscribers,483.38
4 Subscribers,483.20
4 Subscribers,478.74
4 Subscribers,478.74
4 Subscribers,478.45
4 Subscribers,478.15
4 Subscribers,477.72
4 Subscribers,476.48
4 Subscribers,476.43
4 Subscribers,476.10
4 Subscribers,476.01
4 Subscribers,475.95
4 Subscribers,475.01
4 Subscribers,473.10
4 Subscribers,472.70
4 Subscribers,471.97
4 Subscribers,471.51
4 Subscribers,471.10
4 Subscribers,470.84
4 Subscribers,470.27
4 Subscribers,469.29
4 Subscribers,469.25
4 Subscribers,468.86
4 Subscribers,467.98
4 Subscribers,462.91
4 Subscribers,460.72
4 Subscribers,459.09
4 Subscribers,458.77
4 Subscribers,457.13
4 Subscribers,456.45
4 Subscribers,449.79
4 Subscribers,449.30
4 Subscribers,448.69
4 Subscribers,446.57
4 Subscribers,439.14
4 Subscribers,424.78
4 Subscribers,421.49
6 Subscribers,2921.99
6 Subscribers,2919.93
6 Subscribers,2914.29
6 Subscribers,2911.38
6 Subscribers,2892.45
6 Subscribers,2869.32
6 Subscribers,2859.14
6 Subscribers,2847.46
6 Subscribers,2847.20
6 Subscribers,2839.28
6 Subscribers,2827.31
6 Subscribers,2808.25
6 Subscribers,2785.27
6 Subscribers,2780.96
6 Subscribers,2780.40
6 Subscribers,2770.38
6 Subscribers,2756.55
6 Subscribers,2753.71
6 Subscribers,2748.72
6 Subscribers,2712.31
6 Subscribers,2700.48
6 Subscribers,2699.34
6 Subscribers,2698.52
6 Subscribers,2697.14
6 Subscribers,2691.55
6 Subscribers,2685.01
6 Subscribers,2677.23
6 Subscribers,2647.68
6 Subscribers,2645.96
6 Subscribers,2639.09
6 Subscribers,2636.10
6 Subscribers,2626.98
6 Subscribers,2625.42
6 Subscribers,2624.30
6 Subscribers,2619.01
6 Subscribers,2605.64
6 Subscribers,2602.73
6 Subscribers,2578.45
6 Subscribers,2575.90
6 Subscribers,2572.38
6 Subscribers,2558.97
6 Subscribers,2556.96
6 Subscribers,2550.92
6 Subscribers,2538.15
6 Subscribers,2537.18
6 Subscribers,2533.17
6 Subscribers,2524.79
6 Subscribers,2524.14
6 Subscribers,2521.09
6 Subscribers,2517.66
6 Subscribers,2504.36
6 Subscribers,2473.22
6 Subscribers,2463.04
6 Subscribers,2459.98
6 Subscribers,2449.57
6 Subscribers,2448.43
6 Subscribers,2429.56
6 Subscribers,2410.31
6 Subscribers,2406.72
6 Subscribers,2395.43
6 Subscribers,2394.65
6 Subscribers,2341.93
6 Subscribers,2340.93
6 Subscribers,2335.85
6 Subscribers,2333.48
6 Subscribers,2313.12
6 Subscribers,2309.11
6 Subscribers,2296.18
6 Subscribers,2293.77
6 Subscribers,2242.38
6 Subscribers,2212.22
6 Subscribers,2173.82
6 Subscribers,2153.61
6 Subscribers,2133.89
6 Subscribers,2132.68
6 Subscribers,2121.96
6 Subscribers,2117.29
6 Subscribers,2116.59
6 Subscribers,2116.11
6 Subscribers,2090.77
6 Subscribers,2077.82
6 Subscribers,2076.68
6 Subscribers,2072.01
6 Subscribers,2072.01
6 Subscribers,2062.27
6 Subscribers,2052.88
6 Subscribers,2048.15
6 Subscribers,2047.78
6 Subscribers,2044.24
6 Subscribers,2035.46
6 Subscribers,2031.11
6 Subscribers,2031.09
6 Subscribers,2026.67
6 Subscribers,2013.93
6 Subscribers,2013.10
6 Subscribers,2010.47
6 Subscribers,2004.07
6 Subscribers,2003.64
6 Subscribers,2000.90
6 Subscribers,1994.84
6 Subscribers,1994.26
6 Subscribers,1992.42
6 Subscribers,1988.89
6 Subscribers,1988.41
6 Subscribers,1975.29
6 Subscribers,1971.73
6 Subscribers,1967.33
6 Subscribers,1963.28
6 Subscribers,1961.37
6 Subscribers,1960.92
6 Subscribers,1957.47
6 Subscribers,1955.99
6 Subscribers,1954.65
6 Subscribers,1953.82
6 Subscribers,1950.15
6 Subscribers,1943.55
6 Subscribers,1940.22
6 Subscribers,1940.02
