Subscribers,Delay (ms)
4 Subscribers,775.62
4 Subscribers,777.48
4 Subscribers,777.72
4 Subscribers,778.17
4 Subscribers,778.41
4 Subscribers,779.63
4 Subscribers,781.54
4 Subscribers,782.16
4 Subscribers,783.09
4 Subscribers,783.44
4 Subscribers,783.61
4 Subscribers,784.3
4 Subscribers,784.45
4 Subscribers,785.96
4 Subscribers,786.77
4 Subscribers,787.63
4 Subscribers,788.13
4 Subscribers,788.41
4 Subscribers,790.31
4 Subscribers,792.27
4 Subscribers,792.55
4 Subscribers,792.98
4 Subscribers,793.22
4 Subscribers,793.22
4 Subscribers,793.8
4 Subscribers,795.05
4 Subscribers,796.91
4 Subscribers,798.42
4 Subscribers,799.97
4 Subscribers,800.65
4 Subscribers,800.96
4 Subscribers,802.58
4 Subscribers,802.59
4 Subscribers,804.17
4 Subscribers,804.54
4 Subscribers,804.92
4 Subscribers,806.16
4 Subscribers,809.26
4 Subscribers,809.67
4 Subscribers,809.75
4 Subscribers,811.91
4 Subscribers,812.18
4 Subscribers,812.53
4 Subscribers,815.05
4 Subscribers,817.53
4 Subscribers,819.33
4 Subscribers,819.46
4 Subscribers,819.53
4 Subscribers,820.66
4 Subscribers,821.5
4 Subscribers,822.31
4 Subscribers,823.09
4 Subscribers,824.48
4 Subscribers,824.78
4 Subscribers,831.14
4 Subscribers,834.91
4 Subscribers,888.31
4 Subscribers,888.37
4 Subscribers,889.63
4 Subscribers,890.02
6 Subscribers,439.49
6 Subscribers,440.61
6 Subscribers,442.6
6 Subscribers,442.95
6 Subscribers,444.93
6 Subscribers,448.46
6 Subscribers,448.97
6 Subscribers,449.64
6 Subscribers,458.41
6 Subscribers,459.27
6 Subscribers,464.77
6 Subscribers,465.46
6 Subscribers,465.8
6 Subscribers,466.52
6 Subscribers,466.84
6 Subscribers,467.27
6 Subscribers,467.54
6 Subscribers,469.53
6 Subscribers,470.36
6 Subscribers,471.98
6 Subscribers,472.39
6 Subscribers,473.34
6 Subscribers,474.94
6 Subscribers,476.8
6 Subscribers,476.94
6 Subscribers,477.98
6 Subscribers,478.66
6 Subscribers,479.12
6 Subscribers,479.92
6 Subscribers,480.04
6 Subscribers,480.54
6 Subscribers,481.64
6 Subscribers,481.91
6 Subscribers,482.1
6 Subscribers,483.97
6 Subscribers,484.9
6 Subscribers,486.69
6 Subscribers,487.44
6 Subscribers,487.84
6 Subscribers,488.18
6 Subscribers,492
6 Subscribers,492.37
6 Subscribers,492.92
6 Subscribers,493.88
6 Subscribers,495.22
6 Subscribers,495.84
6 Subscribers,497.59
6 Subscribers,498.08
6 Subscribers,498.34
6 Subscribers,498.54
6 Subscribers,498.87
6 Subscribers,499.02
6 Subscribers,499.26
6 Subscribers,499.4
6 Subscribers,499.47
6 Subscribers,500.06
6 Subscribers,500.69
6 Subscribers,501.1
6 Subscribers,502.02
6 Subscribers,502.58
6 Subscribers,502.67
6 Subscribers,503.03
6 Subscribers,503.47
6 Subscribers,503.95
6 Subscribers,504.31
6 Subscribers,504.59
6 Subscribers,504.62
6 Subscribers,505.6
6 Subscribers,508.65
6 Subscribers,509.07
6 Subscribers,509.11
6 Subscribers,509.35
6 Subscribers,509.59
6 Subscribers,510.65
6 Subscribers,510.91
6 Subscribers,511.4
6 Subscribers,512.6
6 Subscribers,512.67
6 Subscribers,513.31
6 Subscribers,513.34
6 Subscribers,513.59
6 Subscribers,513.67
6 Subscribers,514.08
6 Subscribers,514.48
6 Subscribers,514.72
6 Subscribers,517.82
6 Subscribers,518.02
6 Subscribers,518.13
6 Subscribers,518.41
6 Subscribers,518.67
6 Subscribers,519.42
6 Subscribers,519.74
6 Subscribers,519.86
6 Subscribers,520
6 Subscribers,520.58
6 Subscribers,521.93
6 Subscribers,522.3
6 Subscribers,522.7
6 Subscribers,522.94
6 Subscribers,523.7
6 Subscribers,523.7
6 Subscribers,523.93
6 Subscribers,525.81
6 Subscribers,526.64
6 Subscribers,526.75
6 Subscribers,527.55
6 Subscribers,527.76
6 Subscribers,528.45
6 Subscribers,528.64
6 Subscribers,529.8
6 Subscribers,530.07
6 Subscribers,530.68
6 Subscribers,531.67
6 Subscribers,531.82
6 Subscribers,532.51
6 Subscribers,532.69
6 Subscribers,533.58
6 Subscribers,535.95
6 Subscribers,536.95
6 Subscribers,537.22
6 Subscribers,538.57
6 Subscribers,538.74
6 Subscribers,539.4
6 Subscribers,539.45
6 Subscribers,539.92
6 Subscribers,541.19
6 Subscribers,541.64
6 Subscribers,542.04
6 Subscribers,543.22
6 Subscribers,543.25
6 Subscribers,543.91
6 Subscribers,544.16
6 Subscribers,544.57
6 Subscribers,545.29
6 Subscribers,545.38
6 Subscribers,545.42
6 Subscribers,545.47
6 Subscribers,546.06
6 Subscribers,546.15
6 Subscribers,546.64
6 Subscribers,546.8
6 Subscribers,547.05
6 Subscribers,547.39
6 Subscribers,547.4
6 Subscribers,547.79
6 Subscribers,548.12
6 Subscribers,548.38
6 Subscribers,549.3
6 Subscribers,550.64
6 Subscribers,550.85
6 Subscribers,550.92
6 Subscribers,551.84
6 Subscribers,552.03
6 Subscribers,552.49
6 Subscribers,552.85
6 Subscribers,553.92
6 Subscribers,554.86
6 Subscribers,555.12
6 Subscribers,555.31
6 Subscribers,555.97
6 Subscribers,556.66
6 Subscribers,556.66
6 Subscribers,557.38
6 Subscribers,558.12
6 Subscribers,559.13
6 Subscribers,559.42
6 Subscribers,559.53
6 Subscribers,559.98
6 Subscribers,560.33
6 Subscribers,560.56
6 Subscribers,561.13
6 Subscribers,561.32
6 Subscribers,561.41
6 Subscribers,561.46
6 Subscribers,561.65
6 Subscribers,561.81
6 Subscribers,562.19
6 Subscribers,562.47
6 Subscribers,562.53
6 Subscribers,563.02
6 Subscribers,563.16
6 Subscribers,567.48
6 Subscribers,568.84
6 Subscribers,569.02
6 Subscribers,569.14
6 Subscribers,569.19
6 Subscribers,569.59
6 Subscribers,569.78
6 Subscribers,570.57
6 Subscribers,571.24
6 Subscribers,571.26
6 Subscribers,571.47
6 Subscribers,572.18
6 Subscribers,572.79
6 Subscribers,572.82
6 Subscribers,572.87
6 Subscribers,573.23
6 Subscribers,573.72
6 Subscribers,574.34
6 Subscribers,574.49
6 Subscribers,574.61
6 Subscribers,575.18
6 Subscribers,576.33
6 Subscribers,576.48
6 Subscribers,578.02
6 Subscribers,578.46
6 Subscribers,578.55
6 Subscribers,578.59
6 Subscribers,579.2
6 Subscribers,579.26
6 Subscribers,579.4
6 Subscribers,579.84
6 Subscribers,580.47
6 Subscribers,581.44
6 Subscribers,582.47
6 Subscribers,584.12
6 Subscribers,584.58
6 Subscribers,584.97
6 Subscribers,584.97
6 Subscribers,585.77
6 Subscribers,586.39
6 Subscribers,586.73
6 Subscribers,586.83
6 Subscribers,587.04
6 Subscribers,587.47
6 Subscribers,587.87
6 Subscribers,587.95
6 Subscribers,588.32
6 Subscribers,589.42
6 Subscribers,589.49
6 Subscribers,589.59
6 Subscribers,590.08
6 Subscribers,590.2
6 Subscribers,590.87
6 Subscribers,590.96
6 Subscribers,594.7
6 Subscribers,595.23
6 Subscribers,596.85
6 Subscribers,596.99
6 Subscribers,597.16
6 Subscribers,597.78
6 Subscribers,597.82
6 Subscribers,597.88
6 Subscribers,598.1
6 Subscribers,598.34
6 Subscribers,598.44
6 Subscribers,598.84
6 Subscribers,600
6 Subscribers,600.12
6 Subscribers,600.47
6 Subscribers,600.73
6 Subscribers,600.74
6 Subscribers,602.33
6 Subscribers,602.69
6 Subscribers,602.91
6 Subscribers,603.03
6 Subscribers,603.19
6 Subscribers,604.19
6 Subscribers,604.97
6 Subscribers,606.79
6 Subscribers,607.12
6 Subscribers,607.94
